Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,sec_ncdf,time_res,emis_t_tot_ncinput,emis_t_tot_array,emis_t_tot_ncfile,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,tsum,tot_tres_ratio
uk,co,NetCDF_input,2022,2024,sec01,A_PublicPower,1,PublicPower,Emis_UK_PublicPower,month,40540.6734714258,40540.6734714259,40540.6735505268,3671.55076526234,3693.45074196027,3478.91046175924,3178.40364380519,3037.56519466238,3012.08519211951,2978.59209582791,3187.65390563325,3178.69739827357,3199.3724140022,3975.9352415575,3948.45649566344,40540.6735505268,0.999999998048848
uk,co,NetCDF_input,2022,2024,sec02,B_Industry,3,Industry,Emis_UK_Industry,month,225579.997715266,225579.997715266,225579.997881875,18033.3766684846,18575.1969542407,19753.2524272686,18691.6609071721,18126.0392062903,19266.8171052502,18331.6669615243,18034.9053079808,18968.7117019277,19716.3391833313,19458.9203416042,18623.1111168003,225579.997881875,0.99999999926142
uk,co,NetCDF_input,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,Emis_UK_OtherStationaryComb,month,250299.031780372,250299.031780372,250299.031800083,40144.6131496118,38778.1426711941,33716.3557530253,24717.3688304715,14101.5545587497,4829.23974462779,1429.18256057399,1439.49108371711,6059.97820282892,16535.6068080794,30475.8705721044,38071.6278650995,250299.031800083,0.999999999921249
uk,co,NetCDF_input,2022,2024,sec04,D_Fugitive,5,Fugitive,Emis_UK_Fugitive,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,co,NetCDF_input,2022,2024,sec05,E_Solvents,6,Solvents,Emis_UK_Solvents,month,1769.75860530881,1769.7586053088,1769.75860528428,147.546948106573,147.517797208816,147.475692363371,147.425906232267,147.396210943104,147.3954662482,147.415587804843,147.450706175418,147.492470365156,147.529510963466,147.553754257625,147.558554615442,1769.75860528428,1.00000000001386
uk,co,NetCDF_input,2022,2024,sec06,F_RoadTransport,7,RoadTransport,Emis_UK_RoadTransport,month,207840.160277826,207840.160277825,207840.160269963,16063.7420662179,16478.8773814683,16789.2345973928,16878.1227326229,17341.3285613365,18134.7850141468,18214.6468401649,18241.7911117924,18194.0341127153,17846.5246019889,17256.7229699642,16400.350280152,207840.160269963,1.00000000003783
uk,co,NetCDF_input,2022,2024,sec07,G_Shipping,8,Shipping,Emis_UK_Shipping,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,co,NetCDF_input,2022,2024,sec08,H_Aviation,8,Aviation,Emis_UK_Aviation,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,co,NetCDF_input,2022,2024,sec09,I_Offroad,8,Offroad,Emis_UK_Offroad,month,453389.705972365,453389.705972364,453389.705993107,32275.7685777806,33233.1004867548,35098.4296699749,37944.0283974269,40685.4031796488,42593.265116757,42877.6317011738,40696.0768714661,39108.4694520349,38798.876920365,36492.2811620016,33586.3744577229,453389.705993107,0.99999999995425
uk,co,NetCDF_input,2022,2024,sec10,J_Waste,9,Waste,Emis_UK_Waste,month,25874.2627452774,25874.2627452773,25874.2627465845,2156.17958561402,2156.17793651575,2156.17871093501,2156.1826132082,2156.18870481647,2156.19505553393,2156.19863261982,2156.19915081004,2156.19713438757,2156.19346520799,2156.18839525585,2156.18336167986,25874.2627465845,0.999999999949482
uk,co,NetCDF_input,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,Emis_UK_AgriLivestock,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,co,NetCDF_input,2022,2024,sec12,L_AgriOther,10,AgriOther,Emis_UK_AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,co,NetCDF_input,2022,2024,sec13,M_Other,11,Other,Emis_UK_Other,month,53114.5438633841,53114.5438633852,53114.5439037744,4426.2119919812,4426.2119919812,4426.2119919812,4426.2119919812,4426.2119919812,4426.2119919812,4426.2119919812,4426.2119919812,4426.2119919812,4426.2119919812,4426.2119919812,4426.2119919812,53114.5439037744,0.999999999239562
uk,co,NetCDF_input,2022,2024,sec14,"",1,PublicPower_Point,Emis_UK_PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,co,NetCDF_input,2022,2024,sec15,"",1,PublicPower_Area,Emis_UK_PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,co,NetCDF_input,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,Emis_UK_RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,co,NetCDF_input,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,Emis_UK_RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,co,NetCDF_input,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,Emis_UK_RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,co,NetCDF_input,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,Emis_UK_RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,co,NetCDF_input,2022,2024,sec01,A_PublicPower,1,PublicPower,Emis_IE_PublicPower,month,11632.404245428,11632.404245428,11632.404197094,1124.97080637654,1136.90585967852,1018.3086298313,852.197217263281,790.885879925918,802.818735488225,777.055230112281,870.170356638264,874.062853272073,888.820467158686,1251.97662534611,1244.23153600283,11632.404197094,1.00000000415511
ie,co,NetCDF_input,2022,2024,sec02,B_Industry,3,Industry,Emis_IE_Industry,month,8468.27233076237,8468.27233076237,8468.2723553877,681.401410893122,704.896088475658,737.564186097537,714.504437823111,700.1772477444,722.499840731797,693.367845503763,679.750723220128,706.302194263432,729.75771086041,710.987047685837,687.063622088502,8468.2723553877,0.999999997092049
ie,co,NetCDF_input,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,Emis_IE_OtherStationaryComb,month,63824.7791594269,63824.7791594266,63824.7791569381,10244.5539411355,9884.12930476706,8585.60329779515,6277.28884493783,3580.428420433,1237.44834597725,348.826693213954,390.842719154553,1627.68261152217,4268.49172516854,7712.72384142519,9666.75941140788,63824.7791569381,1.000000000039
ie,co,NetCDF_input,2022,2024,sec04,D_Fugitive,5,Fugitive,Emis_IE_Fugitive,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,co,NetCDF_input,2022,2024,sec05,E_Solvents,6,Solvents,Emis_IE_Solvents,month,159.10379433305,159.10379433305,159.103794313106,13.2739816645264,13.2658773515127,13.2551408319546,13.2423302405743,13.2345325788185,13.2346829259282,13.2415224305232,13.254139180068,13.2676209249644,13.2764839262379,13.2793198590298,13.2781623989679,159.103794313106,1.00000000012535
ie,co,NetCDF_input,2022,2024,sec06,F_RoadTransport,7,RoadTransport,Emis_IE_RoadTransport,month,17325.0027156239,17325.002715624,17325.0027121574,1339.19238728218,1373.97301495829,1399.68711873359,1406.40373991911,1444.82598348898,1511.45340028843,1518.16881787191,1520.65362092498,1516.25638881791,1487.01959237936,1439.44543024235,1367.92321725035,17325.0027121574,1.00000000020009
ie,co,NetCDF_input,2022,2024,sec07,G_Shipping,8,Shipping,Emis_IE_Shipping,month,81.6380007067837,81.6380007067834,81.638000697599,2.91416397045199,3.21675982670861,3.24377710219576,6.37188876745138,10.7948323129613,13.7663335520322,14.2561157653117,10.4206604763015,6.59624359282274,5.02034425087847,2.79753410309423,2.23934697738919,81.638000697599,1.0000000001125
ie,co,NetCDF_input,2022,2024,sec08,H_Aviation,8,Aviation,Emis_IE_Aviation,month,971.309955088903,971.309955088903,971.309955551005,70.6637259546288,71.7460485691272,73.2040786469075,73.859494893674,76.8968548996834,84.8312836704449,93.5716797254315,98.9780645494692,96.8904617732723,87.0320381386581,73.9371398648042,69.6990848649042,971.309955551005,0.999999999524248
ie,co,NetCDF_input,2022,2024,sec09,I_Offroad,8,Offroad,Emis_IE_Offroad,month,1927.62228574077,1927.62228574078,1927.62228571016,144.340984902508,148.016761393806,155.960436464718,162.224685177652,165.331499215494,167.353328887817,167.384530267831,165.116904450024,166.719640309947,169.97982385281,163.730721087328,151.462969700226,1927.62228571016,1.00000000001588
ie,co,NetCDF_input,2022,2024,sec10,J_Waste,9,Waste,Emis_IE_Waste,month,147.84096924891,147.84096924891,147.840969519533,12.3200881243705,12.3200855596357,12.3200825647074,12.3200781497712,12.3200748891491,12.3200734874729,12.3200733097995,12.3200745060469,12.3200781313817,12.3200834255879,12.3200879847205,12.3200893868893,147.840969519533,0.999999998169505
ie,co,NetCDF_input,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,Emis_IE_AgriLivestock,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,co,NetCDF_input,2022,2024,sec12,L_AgriOther,10,AgriOther,Emis_IE_AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,co,NetCDF_input,2022,2024,sec13,M_Other,11,Other,Emis_IE_Other,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,co,NetCDF_input,2022,2024,sec14,"",1,PublicPower_Point,Emis_IE_PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,co,NetCDF_input,2022,2024,sec15,"",1,PublicPower_Area,Emis_IE_PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,co,NetCDF_input,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,Emis_IE_RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,co,NetCDF_input,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,Emis_IE_RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,co,NetCDF_input,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,Emis_IE_RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,co,NetCDF_input,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,Emis_IE_RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,co,NetCDF_input,2022,2024,sec01,A_PublicPower,1,PublicPower,Emis_SEA_PublicPower,month,0.0189970576068943,0.0189970576068943,0.0189970575729603,0.00172046135048731,0.00173072347570269,0.00163019150841137,0.00148937626272527,0.0014233804477044,0.00141144066401466,0.00139574604691006,0.00149371089537453,0.00148951394021424,0.00149920206149545,0.00186309362834436,0.00185021729157597,0.0189970575729603,1.00000000178627
sea,co,NetCDF_input,2022,2024,sec02,B_Industry,3,Industry,Emis_SEA_Industry,month,0.549517232987381,0.549517232987381,0.549517226313583,0.0439795860174854,0.045335041259932,0.0480745095983366,0.045677789950787,0.0443777944601607,0.0469255855841766,0.044714892290358,0.0439640519607565,0.0461429424622111,0.0479121913776908,0.0471824278029089,0.0452304135487793,0.549517226313583,1.00000001214484
sea,co,NetCDF_input,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,Emis_SEA_OtherStationaryComb,month,1.93497851578498,1.93497851578498,1.93497851463329,0.310547098044935,0.299676830321459,0.260346298764034,0.190429548173142,0.108620847893917,0.0374872646671633,0.0106492916384582,0.0117365895897876,0.0489562354127884,0.129161773827718,0.234103709237843,0.293263027062039,1.93497851463329,1.0000000005952
sea,co,NetCDF_input,2022,2024,sec04,D_Fugitive,5,Fugitive,Emis_SEA_Fugitive,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,co,NetCDF_input,2022,2024,sec05,E_Solvents,6,Solvents,Emis_SEA_Solvents,month,0.00109456176901547,0.00109456176901547,0.00109456176539879,9.12549586473688e-05,9.12369281422798e-05,9.12108890815944e-05,9.11800960921028e-05,9.11617306655899e-05,9.11612708023313e-05,9.11737150772751e-05,9.11954340381271e-05,9.12212655066469e-05,9.12441730633873e-05,9.12591686983433e-05,9.12621355837473e-05,0.00109456176539879,1.00000000330423
sea,co,NetCDF_input,2022,2024,sec06,F_RoadTransport,7,RoadTransport,Emis_SEA_RoadTransport,month,0.384170893307517,0.384170893307517,0.38417089316863,0.0296921539520554,0.0304594894259935,0.0310331516739097,0.0311974516735063,0.0320536403814913,0.0335202622227371,0.0336678783423849,0.0337180511560291,0.0336297772519174,0.0329874420567649,0.0318972557142843,0.030314339317556,0.38417089316863,1.00000000036152
sea,co,NetCDF_input,2022,2024,sec07,G_Shipping,8,Shipping,Emis_SEA_Shipping,month,187.577951609319,187.57795160932,187.577951646023,6.69581449244235,7.3910827548274,7.45315978848954,14.6405574982748,24.8030637516599,31.6306208767044,32.7559833748897,23.943336789207,15.1560529594002,11.5351415078857,6.4278364490059,5.14530140323616,187.577951646023,0.999999999804327
sea,co,NetCDF_input,2022,2024,sec08,H_Aviation,8,Aviation,Emis_SEA_Aviation,month,0.00461587909694386,0.00461587909694386,0.00461587909614042,0.000335809608025185,0.000340953043955358,0.000347881921266932,0.000350996602266777,0.000365430808893383,0.000403136972038698,0.000444673251295546,0.000470365586272573,0.000460444847070196,0.000413595438768094,0.000351365598469627,0.000331225417818049,0.00461587909614042,1.00000000017406
sea,co,NetCDF_input,2022,2024,sec09,I_Offroad,8,Offroad,Emis_SEA_Offroad,month,2159.02898583108,2159.02898583107,2159.02898592143,153.753321606754,158.308949533116,167.191699070218,180.695623758775,193.681492015406,202.717892638881,204.062603036334,193.730236898933,186.237007952555,184.799399156676,173.843954762082,160.006805491698,2159.02898592143,0.999999999958152
sea,co,NetCDF_input,2022,2024,sec10,J_Waste,9,Waste,Emis_SEA_Waste,month,0.346328024255843,0.346328024255843,0.346328024643071,0.0288605485828839,0.0288605264622674,0.0288605370810728,0.0288605892309306,0.028860670359677,0.0288607558021567,0.028860803657949,0.0288608103858223,0.0288607831640775,0.0288607345023593,0.0288606663559676,0.0288605990579072,0.346328024643071,0.999999998881902
sea,co,NetCDF_input,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,Emis_SEA_AgriLivestock,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,co,NetCDF_input,2022,2024,sec12,L_AgriOther,10,AgriOther,Emis_SEA_AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,co,NetCDF_input,2022,2024,sec13,M_Other,11,Other,Emis_SEA_Other,month,0.475849084638156,0.475849084638156,0.475849088721589,0.039654090726799,0.039654090726799,0.039654090726799,0.039654090726799,0.039654090726799,0.039654090726799,0.039654090726799,0.039654090726799,0.039654090726799,0.039654090726799,0.039654090726799,0.039654090726799,0.475849088721589,0.99999999141864
sea,co,NetCDF_input,2022,2024,sec14,"",1,PublicPower_Point,Emis_SEA_PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,co,NetCDF_input,2022,2024,sec15,"",1,PublicPower_Area,Emis_SEA_PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,co,NetCDF_input,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,Emis_SEA_RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,co,NetCDF_input,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,Emis_SEA_RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,co,NetCDF_input,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,Emis_SEA_RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,co,NetCDF_input,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,Emis_SEA_RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
